Municipios;Postos;Latitude;Longitude;Anos;Meses;Total;Dia1;Dia2;Dia3;Dia4;Dia5;Dia6;Dia7;Dia8;Dia9;Dia10;Dia11;Dia12;Dia13;Dia14;Dia15;Dia16;Dia17;Dia18;Dia19;Dia20;Dia21;Dia22;Dia23;Dia24;Dia25;Dia26;Dia27;Dia28;Dia29;Dia30;Dia31
Tauá;Fazenda pedra vermelha;-6.28875;-40.399111111111;2024;7;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Tauá;Fazenda pedra vermelha;-6.28875;-40.399111111111;2024;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Tauá;Fazenda pedra vermelha;-6.28875;-40.399111111111;2024;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Tauá;Fazenda pedra vermelha;-6.28875;-40.399111111111;2024;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Tauá;Fazenda pedra vermelha;-6.28875;-40.399111111111;2024;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Tauá;Fazenda pedra vermelha;-6.28875;-40.399111111111;2024;12;38.4;0.0;0.0;38.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Tauá;Fazenda pedra vermelha;-6.28875;-40.399111111111;2025;1;169.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.2;1.8;80.2;29.3;0.0;0.0;0.0;21.8;0.0;0.0;14.6;0.0;1.4;4.0;0.7;0.0;0.0;1.0;0.0
Tauá;Fazenda pedra vermelha;-6.28875;-40.399111111111;2025;2;65.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.7;0.0;0.0;0.0;0.0;0.0;0.0;19.5;0.0;0.0;2.0;0.0;0.0;0.0;0.0;23.0;0.0;0.0;18.3;888.0;888.0;888.0
Tauá;Fazenda pedra vermelha;-6.28875;-40.399111111111;2025;3;262.3;20.3;16.8;21.4;8.5;0.0;7.2;45.6;27.5;4.4;6.5;4.6;0.0;0.0;0.0;0.0;5.8;0.0;66.0;0.0;0.0;0.0;11.7;0.0;5.9;0.0;0.0;0.0;0.0;10.1;0.0;0.0
Tauá;Fazenda pedra vermelha;-6.28875;-40.399111111111;2025;4;47.2;0.0;0.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;2.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.3;0.0;0.0;0.0;0.0;888.0
