Municipios;Postos;Latitude;Longitude;Anos;Meses;Total;Dia1;Dia2;Dia3;Dia4;Dia5;Dia6;Dia7;Dia8;Dia9;Dia10;Dia11;Dia12;Dia13;Dia14;Dia15;Dia16;Dia17;Dia18;Dia19;Dia20;Dia21;Dia22;Dia23;Dia24;Dia25;Dia26;Dia27;Dia28;Dia29;Dia30;Dia31
Graça;LAPA;-4.087055555555556;-40.82483333333333;2025;6;38.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Graça;LAPA;-4.087055555555556;-40.82483333333333;2025;7;52.0;0.0;52.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Graça;LAPA;-4.087055555555556;-40.82483333333333;2025;8;4.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Graça;LAPA;-4.087055555555556;-40.82483333333333;2025;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Graça;LAPA;-4.087055555555556;-40.82483333333333;2025;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Graça;LAPA;-4.087055555555556;-40.82483333333333;2025;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Graça;LAPA;-4.087055555555556;-40.82483333333333;2025;12;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;7.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Graça;LAPA;-4.087055555555556;-40.82483333333333;2026;1;103.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.2;0.0;0.0;0.0;75.3;0.0;9.2;0.0
Graça;LAPA;-4.087055555555556;-40.82483333333333;2026;2;317.9;0.0;0.0;0.0;0.0;0.0;34.2;64.2;14.2;8.4;0.0;0.0;33.0;13.1;0.0;79.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.4;4.1;0.0;0.0;51.0;888.0;888.0;888.0
Graça;LAPA;-4.087055555555556;-40.82483333333333;2026;3;104.2;34.2;3.1;0.0;4.3;0.0;0.0;0.0;0.0;0.0;8.3;10.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.2
Graça;LAPA;-4.087055555555556;-40.82483333333333;2026;4;496.7;43.1;0.0;0.0;10.0;10.0;20.0;27.0;0.0;14.0;0.0;0.0;0.0;54.0;0.0;5.0;0.0;38.2;0.0;87.0;0.0;37.2;7.2;19.0;25.0;20.0;50.0;5.0;11.0;9.0;5.0;888.0
Graça;LAPA;-4.087055555555556;-40.82483333333333;2026;5;73.3;15.0;15.0;10.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;6.3;0.0;0.0;0.0;0.0;0.0;0.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0
