Municipios;Postos;Latitude;Longitude;Anos;Meses;Total;Dia1;Dia2;Dia3;Dia4;Dia5;Dia6;Dia7;Dia8;Dia9;Dia10;Dia11;Dia12;Dia13;Dia14;Dia15;Dia16;Dia17;Dia18;Dia19;Dia20;Dia21;Dia22;Dia23;Dia24;Dia25;Dia26;Dia27;Dia28;Dia29;Dia30;Dia31
Fortaleza;MARAPONGA;-3.7919444444444;-38.571666666667;2025;1;279.5;0.0;0.0;11.8;0.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;3.4;23.0;63.0;15.4;7.6;0.0;16.8;6.2;0.0;11.0;27.0;20.5;38.0;25.0;0.0;0.0;3.4;0.4;0.0
Fortaleza;MARAPONGA;-3.7919444444444;-38.571666666667;2025;2;493.6;1.0;0.0;1.0;0.0;0.0;3.0;0.0;25.0;3.0;26.0;15.4;20.4;3.4;6.0;0.0;0.0;60.4;13.4;37.4;45.6;56.6;0.0;18.0;10.2;7.4;6.4;8.0;126.0;888.0;888.0;888.0
Fortaleza;MARAPONGA;-3.7919444444444;-38.571666666667;2025;3;384.8;15.0;18.0;85.6;8.4;0.0;2.0;23.0;6.2;3.2;26.8;33.6;14.0;3.4;13.4;2.0;67.4;16.8;3.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;14.4;6.8;6.8;4.8;4.2
Fortaleza;MARAPONGA;-3.7919444444444;-38.571666666667;2025;4;395.2;0.0;19.8;4.8;38.2;14.8;0.0;121.6;0.0;0.0;3.8;6.4;1.0;4.6;0.0;0.0;0.0;0.0;0.0;0.0;40.8;0.0;20.0;0.0;0.0;33.0;5.0;0.0;73.0;7.6;0.8;888.0
Fortaleza;MARAPONGA;-3.7919444444444;-38.571666666667;2025;5;92.6;0.0;0.0;7.6;0.0;0.0;4.6;0.0;0.0;4.6;8.0;0.0;8.8;0.0;0.0;0.0;8.6;8.4;0.0;0.0;0.0;12.2;4.2;5.4;0.0;7.8;12.4;0.0;0.0;0.0;0.0;0.0
Fortaleza;MARAPONGA;-3.7919444444444;-38.571666666667;2025;6;142.4;0.0;9.4;0.0;6.0;6.0;4.2;0.0;0.0;0.0;4.2;0.0;0.0;0.0;0.0;2.2;4.8;2.0;0.0;0.0;0.0;4.4;14.4;0.0;0.0;6.2;5.2;0.0;6.0;61.4;6.0;888.0
Fortaleza;MARAPONGA;-3.7919444444444;-38.571666666667;2025;7;163.2;6.4;60.0;1.0;0.0;0.0;0.8;24.0;0.4;0.0;0.0;0.0;6.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;5.0;1.8;0.0;0.6;0.0;0.0;0.0;0.0;38.0;9.2;0.0
Fortaleza;MARAPONGA;-3.7919444444444;-38.571666666667;2025;8;34.6;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.8;0.0;0.0;26.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Fortaleza;MARAPONGA;-3.7919444444444;-38.571666666667;2025;9;13.2;13.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Fortaleza;MARAPONGA;-3.7919444444444;-38.571666666667;2025;10;3.2;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Fortaleza;MARAPONGA;-3.7919444444444;-38.571666666667;2025;11;3.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Fortaleza;MARAPONGA;-3.7919444444444;-38.571666666667;2025;12;16.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Fortaleza;MARAPONGA;-3.7919444444444;-38.571666666667;2026;1;148.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;125.0;0.0;18.0;3.0;0.0
Fortaleza;MARAPONGA;-3.7919444444444;-38.571666666667;2026;2;353.6;0.0;0.1;4.2;6.2;37.0;67.0;3.4;39.0;66.0;0.0;0.0;6.2;4.8;8.4;0.0;0.0;4.0;45.2;14.6;0.0;0.0;0.0;3.8;4.2;0.0;0.0;0.0;39.5;888.0;888.0;888.0
Fortaleza;MARAPONGA;-3.7919444444444;-38.571666666667;2026;3;350.2;39.2;0.0;64.0;26.0;23.0;2.0;0.0;6.4;5.6;2.4;0.0;0.0;0.0;66.4;16.4;1.4;2.8;19.4;22.0;0.0;8.4;4.0;0.0;0.0;0.0;0.0;18.6;17.6;4.6;0.0;0.0
Fortaleza;MARAPONGA;-3.7919444444444;-38.571666666667;2026;4;538.6;0.0;9.6;4.2;18.2;72.8;18.6;9.8;4.8;0.0;9.8;39.2;18.8;75.0;8.6;18.4;8.6;0.0;1.0;123.0;1.0;7.0;8.0;0.0;0.0;16.8;4.0;16.6;6.6;0.0;38.2;888.0
Fortaleza;MARAPONGA;-3.7919444444444;-38.571666666667;2026;5;296.0;28.4;0.0;78.4;10.8;0.0;19.2;0.0;6.4;13.4;15.2;9.0;0.0;5.0;0.0;0.0;44.2;58.0;8.0;0.0;0.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0
