Municipios;Postos;Latitude;Longitude;Anos;Meses;Total;Dia1;Dia2;Dia3;Dia4;Dia5;Dia6;Dia7;Dia8;Dia9;Dia10;Dia11;Dia12;Dia13;Dia14;Dia15;Dia16;Dia17;Dia18;Dia19;Dia20;Dia21;Dia22;Dia23;Dia24;Dia25;Dia26;Dia27;Dia28;Dia29;Dia30;Dia31
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2022;1;159.2;0.0;0.0;13.0;0.0;9.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0;7.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.0;12.2;0.0;0.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2022;2;110.8;0.0;0.0;0.0;20.2;0.0;16.3;0.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;6.2;0.0;11.0;0.0;13.3;0.0;3.4;0.0;0.0;0.0;14.0;5.2;0.0;2.2;888.0;888.0;888.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2022;3;458.6;0.0;0.0;0.0;0.0;0.0;27.2;43.0;0.0;8.2;15.0;18.0;65.0;0.0;0.0;40.0;15.0;18.0;14.3;0.0;20.2;0.0;20.0;25.0;75.0;10.2;0.0;18.3;0.0;18.2;0.0;8.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2022;4;210.7;0.0;10.0;0.0;13.3;0.0;10.0;15.0;18.0;0.0;0.0;10.0;25.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;35.4;0.0;0.0;29.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2022;5;94.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;35.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2022;6;51.0;18.0;0.0;0.0;25.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2022;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2022;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2022;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2022;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2022;11;11.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2022;12;49.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2023;1;126.8;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;6.0;17.2;3.2;4.0;0.0;0.0;0.0;10.0;0.0;0.0;33.2;22.0;5.0;0.0;0.0;11.2
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2023;2;125.9;0.0;15.0;10.2;0.0;0.0;0.0;0.0;0.0;0.0;8.2;4.0;0.0;0.0;11.0;0.0;12.0;5.3;0.0;0.0;5.0;0.0;0.0;5.0;0.0;40.0;6.0;0.0;4.2;888.0;888.0;888.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2023;3;414.8;0.0;0.0;0.0;14.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;10.3;13.0;0.0;70.4;36.2;40.2;4.0;37.0;37.0;0.0;0.0;10.0;0.0;34.2;5.2;25.0;17.0;4.3
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2023;4;309.0;11.2;18.4;15.0;30.0;0.0;5.4;20.3;5.0;16.0;13.4;0.0;0.0;0.0;0.0;0.0;0.0;38.2;17.0;25.4;0.0;18.0;0.0;0.0;0.0;0.0;0.0;60.4;0.0;0.0;15.3;888.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2023;5;22.4;10.0;5.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2023;6;8.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2023;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2023;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2023;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2023;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2023;11;10.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.4;0.0;888.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2023;12;48.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;36.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2024;1;88.1;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.3;48.0;16.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2024;2;496.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.4;0.0;0.0;27.4;73.0;0.0;0.0;35.4;8.2;35.4;86.0;53.3;25.0;0.0;47.2;0.0;0.0;50.2;0.0;888.0;888.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2024;3;234.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.4;25.3;9.4;0.0;0.0;0.0;37.4;0.0;0.0;17.3;50.0;0.0;12.4;10.4;0.0;7.4;0.0;0.0;19.4;0.0;0.0;0.0;0.0;30.4
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2024;4;210.9;0.0;10.4;0.0;9.5;0.0;12.0;13.4;0.0;9.3;30.0;0.0;12.3;12.0;25.0;0.0;0.0;0.0;0.0;55.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;888.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2024;5;61.4;0.0;0.0;0.0;5.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.2;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2024;6;48.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;16.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2024;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2024;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2024;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2024;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2024;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2024;12;40.4;0.0;0.0;0.0;0.0;16.2;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2025;1;192.9;0.0;0.0;0.0;0.0;0.0;0.0;27.2;0.0;0.0;9.4;0.0;0.0;17.0;0.0;88.0;7.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.3;9.2;0.0;6.4;0.0;0.0;10.0;0.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2025;2;147.2;0.0;0.0;7.2;0.0;0.0;7.0;22.3;0.0;0.0;5.2;0.0;0.0;0.0;45.4;0.0;0.0;0.0;6.4;4.0;20.3;9.0;0.0;0.0;5.4;0.0;11.0;0.0;4.0;888.0;888.0;888.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2025;3;245.5;0.0;10.0;87.0;5.4;0.0;0.0;9.4;18.0;6.0;4.0;0.0;0.0;0.0;25.0;0.0;0.0;13.4;0.0;0.0;7.4;0.0;0.0;0.0;0.0;4.2;0.0;27.3;0.0;12.4;16.0;0.0
Coreaú;AÇUDE DIAMANTE;-3.5993333333333;-40.864722222222;2025;4;165.6;0.0;0.0;0.0;0.0;0.0;15.0;19.4;0.0;0.0;5.4;35.4;4.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;10.4;20.0;0.0;17.4;0.0;0.0;0.0;13.4;888.0
